,Age Group,Age,Education,Marital_Status,Income Group,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Children,Month,Year,TotalPurchases,TotalProducts,AtLeast1Cmp
203,Young Adult,37,PhD,Together,High Income,102160.0,54,763,29,138,76,176,58,0,7,9,10,4,0,0,11,2012,26,1240,1
204,Middle Aged,49,PhD,Single,Lower Middle,40637.0,72,22,0,13,0,0,3,2,1,0,3,7,0,2,7,2013,4,38,0
205,Young Adult,30,Master,Single,Low Income,18890.0,5,6,4,1,7,2,15,1,0,1,2,6,0,0,11,2012,3,35,1
206,Young Adult,26,Graduation,Together,Low Income,29604.0,88,7,6,13,7,6,14,1,1,0,3,9,0,1,12,2013,4,53,1
207,Middle Aged,51,Master,Divorced,Lower Middle,48721.0,50,81,18,113,47,13,21,6,4,2,5,6,0,2,5,2013,11,293,0
208,Middle Aged,48,Graduation,Married,Lower Middle,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,0,1,6,2014,5,65,0
209,Old Adult,60,Graduation,Divorced,Upper Middle,64497.0,17,1170,48,320,42,32,192,5,11,4,9,8,0,1,9,2012,24,1804,1
210,Middle Aged,58,Graduation,Together,Lower Middle,46097.0,11,72,24,68,65,4,8,5,3,1,6,4,0,1,3,2013,10,241,0
211,Old Adult,60,Graduation,Together,High Income,77972.0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,3,2014,19,1101,0
212,Middle Aged,46,PhD,Married,Lower Middle,44377.0,70,224,0,30,0,0,10,8,5,1,5,8,0,2,10,2012,11,264,0
213,Middle Aged,40,Master,Together,Lower Middle,46014.0,21,410,0,59,19,9,44,10,7,1,8,7,0,2,1,2013,16,541,0
214,Young Adult,29,Graduation,Married,High Income,70951.0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,5,2013,16,1198,0
215,Young Adult,37,Graduation,Married,Lower Middle,41443.0,79,171,7,171,25,19,89,6,8,1,5,8,0,1,4,2014,14,482,0
216,Young Adult,36,Master,Single,Upper Middle,52195.0,2,12,0,4,0,0,1,1,1,0,2,8,0,3,5,2014,3,17,0
217,Old Adult,66,Master,Married,High Income,83790.0,81,1076,16,417,42,48,16,1,8,10,6,3,0,0,11,2013,24,1615,1
218,Old Adult,60,Master,Widow,Lower Middle,44551.0,24,182,4,33,0,0,66,2,4,1,5,7,0,1,8,2013,10,285,0
219,Young Adult,34,Graduation,Together,High Income,69508.0,48,824,32,162,42,32,43,2,11,4,11,6,0,1,11,2012,26,1135,0
220,Young Adult,26,Master,Together,Lower Middle,45204.0,93,30,11,25,29,1,18,1,1,1,4,3,0,1,4,2014,6,114,0
221,Middle Aged,45,Graduation,Married,High Income,72460.0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,11,2013,15,1047,0
222,Middle Aged,44,PhD,Together,High Income,77622.0,3,520,7,154,19,0,14,2,6,3,11,3,0,2,4,2014,20,714,0
223,Young Adult,34,PhD,Married,Low Income,30732.0,44,155,1,25,0,1,3,4,4,1,4,8,0,1,1,2013,9,185,0
224,Middle Aged,52,Graduation,Divorced,Upper Middle,63887.0,38,897,23,207,15,11,92,5,9,6,12,6,0,1,9,2012,27,1245,0
225,Young Adult,36,Graduation,Together,Lower Middle,42011.0,46,131,0,16,2,1,39,4,3,1,4,8,0,1,3,2013,8,189,0
226,Young Adult,38,Graduation,Together,Upper Middle,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,1,10,2012,14,576,0
227,Old Adult,62,Graduation,Divorced,Upper Middle,51537.0,27,787,20,204,0,0,92,3,2,2,11,8,0,1,12,2012,15,1103,0
228,Middle Aged,42,PhD,Married,High Income,79930.0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,8,2012,16,1753,0
229,Young Adult,28,PhD,Together,Low Income,34320.0,66,4,1,9,3,0,0,1,1,0,2,8,0,1,2,2014,3,17,0
230,Middle Aged,48,Graduation,Single,Lower Middle,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,2,3,2013,14,433,0
231,Middle Aged,52,Master,Divorced,High Income,81975.0,2,983,76,184,180,138,27,1,6,3,4,7,0,1,1,2013,13,1588,1
232,Middle Aged,43,Graduation,Together,Lower Middle,38590.0,65,3,1,8,4,3,3,1,1,0,2,8,0,1,5,2013,3,22,0
233,Old Adult,63,Graduation,Single,Low Income,15033.0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,4,2014,4,19,0
234,Middle Aged,49,PhD,Married,Upper Middle,62745.0,89,562,21,464,28,10,32,3,7,8,11,5,0,1,3,2013,26,1117,0
235,Young Adult,39,Master,Married,Low Income,22212.0,49,5,9,20,6,8,21,2,2,0,4,6,0,1,12,2013,6,69,0
236,Young Adult,32,Master,Together,Low Income,23661.0,46,18,0,4,0,0,1,1,1,0,3,7,0,1,12,2013,4,23,0
237,Middle Aged,56,PhD,Single,High Income,79761.0,32,415,5,124,15,35,11,1,5,2,11,3,0,1,10,2013,18,605,0
238,Middle Aged,41,Graduation,Single,Low Income,7500.0,54,5,3,10,12,7,20,4,3,1,3,7,0,1,12,2013,7,57,0
240,Middle Aged,46,Graduation,Widow,High Income,73455.0,98,901,61,757,186,163,20,1,6,5,10,3,0,0,10,2013,21,2088,1
241,Middle Aged,56,Graduation,Together,Upper Middle,64961.0,97,382,114,276,75,124,38,2,6,4,4,3,0,1,12,2012,14,1009,0
242,Middle Aged,43,Graduation,Single,Low Income,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,1,7,2013,4,26,0
243,Young Adult,24,Graduation,Married,High Income,73687.0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,11,2013,21,1627,1
244,Middle Aged,56,Graduation,Married,Upper Middle,61074.0,37,789,0,133,0,28,152,7,11,5,8,7,0,1,8,2012,24,1102,0
245,Middle Aged,50,PhD,Married,Low Income,31686.0,31,11,0,5,0,0,1,2,1,0,3,6,0,2,6,2014,4,17,0
246,Middle Aged,42,Graduation,Married,High Income,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,5,2013,14,1690,1
247,Old Adult,61,Graduation,Married,High Income,75027.0,74,925,64,179,133,12,77,2,9,4,6,5,0,1,1,2013,19,1390,0
248,Young Adult,26,PhD,Married,Upper Middle,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,8,2012,19,2126,0
249,Middle Aged,45,Master,Together,Upper Middle,65176.0,57,960,28,183,220,70,70,4,9,6,6,6,0,1,10,2012,21,1531,0
250,Young Adult,39,Master,Single,Low Income,31160.0,59,16,3,25,6,1,13,2,2,0,3,8,0,1,9,2013,5,64,0
251,Young Adult,29,Graduation,Single,Low Income,29938.0,52,3,3,7,0,2,11,2,1,0,3,6,0,1,10,2013,4,26,0
252,Middle Aged,40,Graduation,Divorced,High Income,102692.0,5,168,148,444,32,172,148,1,6,9,13,2,0,0,4,2013,28,1112,1
253,Middle Aged,56,Master,Together,Low Income,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,9,2012,9,210,0
254,Middle Aged,47,Graduation,Together,High Income,75702.0,77,650,28,353,45,42,30,5,4,6,11,8,0,2,8,2012,21,1148,0
255,Middle Aged,40,PhD,Single,Low Income,30899.0,35,24,0,8,0,0,1,2,1,0,3,6,0,1,10,2012,4,33,0
256,Middle Aged,53,PhD,Together,Upper Middle,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,10,2012,16,1101,1
257,Middle Aged,50,Graduation,Single,Lower Middle,45989.0,97,138,33,87,28,24,12,4,3,2,7,3,0,1,10,2012,12,322,0
258,Middle Aged,50,Graduation,Single,Low Income,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,2,6,2013,6,44,0
259,Middle Aged,57,PhD,Single,Lower Middle,40737.0,24,11,0,4,0,0,2,1,1,0,2,8,0,3,12,2013,3,17,0
260,Young Adult,35,Graduation,Divorced,Low Income,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,0,1,10,2012,4,31,1
261,Middle Aged,46,PhD,Divorced,High Income,69674.0,46,554,41,215,11,0,24,3,10,2,10,5,0,2,5,2013,22,845,0
262,Middle Aged,44,Master,Married,Lower Middle,44159.0,85,167,2,62,24,13,7,4,4,1,6,5,0,1,6,2014,11,275,0
263,Young Adult,36,PhD,Married,Lower Middle,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,1,11,2012,3,25,0
264,Old Adult,62,Master,Together,Lower Middle,43776.0,9,177,2,71,3,2,20,6,5,2,4,8,0,2,2,2013,11,275,0
265,Middle Aged,48,Master,Married,Lower Middle,38179.0,30,38,4,22,4,2,20,4,3,1,3,7,0,2,3,2013,7,90,0
266,Middle Aged,51,Graduation,Married,High Income,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,0,0,6,2014,18,1495,1
267,Middle Aged,44,PhD,Married,Lower Middle,38097.0,70,77,2,35,0,1,69,4,3,2,2,7,0,2,10,2012,7,184,1
268,Middle Aged,44,Graduation,Married,High Income,72940.0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,6,2013,12,981,0
269,Middle Aged,44,Graduation,Together,Low Income,22070.0,11,10,7,19,8,2,21,2,2,2,2,6,0,1,10,2013,6,67,0
270,Old Adult,61,Graduation,Single,High Income,69267.0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,9,2012,12,1635,0
271,Young Adult,31,Master,Single,Low Income,31788.0,15,16,7,23,0,8,6,3,3,0,4,5,1,1,3,2014,7,60,0
272,Young Adult,39,PhD,Together,Upper Middle,61905.0,2,167,0,43,6,2,13,2,4,2,4,5,0,1,2,2014,10,231,0
273,Middle Aged,54,Graduation,Married,Low Income,29315.0,55,13,2,14,8,7,4,4,2,0,4,6,0,2,4,2014,6,48,0
274,Middle Aged,51,Graduation,Divorced,Low Income,33378.0,38,33,6,40,3,7,10,3,2,0,4,7,0,2,2,2013,6,99,0
275,Middle Aged,51,PhD,Together,Upper Middle,66313.0,86,625,7,99,10,22,7,2,6,3,12,4,0,1,9,2013,21,770,0
276,Middle Aged,58,Graduation,Single,Upper Middle,60714.0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,1,2013,21,957,0
277,Young Adult,33,Master,Together,High Income,77882.0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,4,2014,11,818,0
278,Young Adult,28,PhD,Single,High Income,69867.0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,4,2013,16,925,1
279,Middle Aged,46,Master,Divorced,Upper Middle,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,1,4,2013,21,908,0
280,Young Adult,33,Basic,Married,Low Income,24480.0,46,4,19,9,28,25,17,3,3,0,4,7,0,1,2,2013,7,102,0
281,Young Adult,38,Graduation,Together,Upper Middle,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,1,10,2012,14,576,0
282,Old Adult,68,Graduation,Together,Lower Middle,37760.0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,8,2012,11,317,0
283,Middle Aged,40,PhD,Together,Upper Middle,65640.0,74,204,7,149,20,15,66,1,5,1,8,2,0,1,3,2014,14,461,0
284,Young Adult,39,Master,Married,Lower Middle,44319.0,18,26,0,8,0,0,3,2,2,0,3,5,0,2,4,2014,5,37,0
285,Middle Aged,40,Graduation,Married,Low Income,30631.0,75,15,6,20,4,5,20,1,3,1,2,7,0,1,7,2013,6,70,0
286,Old Adult,62,Graduation,Together,High Income,75278.0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,1,2013,22,930,0
287,Middle Aged,58,Master,Together,Lower Middle,50898.0,88,285,28,242,55,114,135,13,6,2,12,5,0,2,1,2013,20,859,0
288,Middle Aged,48,Graduation,Widow,High Income,79946.0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,5,2014,21,1478,0
289,Old Adult,65,Master,Divorced,Lower Middle,35416.0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,6,2013,13,390,0
290,Young Adult,30,Master,Together,Low Income,32414.0,11,20,6,5,0,9,12,1,1,0,3,7,0,0,7,2013,4,52,1
291,Middle Aged,45,Graduation,Together,Lower Middle,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,1,12,2013,7,137,0
292,Young Adult,34,Graduation,Married,High Income,82497.0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,10,2012,18,1919,1
293,Middle Aged,43,Graduation,Together,Low Income,16626.0,76,8,3,22,21,1,13,3,3,0,3,9,0,2,1,2014,6,68,0
294,Middle Aged,49,Graduation,Together,Low Income,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,0,2,3,2013,3,25,0
295,Old Adult,62,Master,Together,Upper Middle,55951.0,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,8,2012,20,1374,1
296,Young Adult,26,Master,Divorced,Lower Middle,35388.0,20,6,4,7,4,3,8,1,1,0,3,7,0,1,3,2013,4,32,0
297,Young Adult,28,Master,Together,Lower Middle,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,1,1,2013,6,100,0
298,Young Adult,32,Graduation,Single,High Income,68627.0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,1,2013,11,825,0
299,Middle Aged,49,PhD,Divorced,Upper Middle,57912.0,34,801,0,80,0,0,35,5,8,3,12,5,0,1,3,2014,23,916,1
300,Middle Aged,56,Graduation,Divorced,Lower Middle,35246.0,53,36,0,12,2,2,10,4,3,1,3,5,0,2,4,2014,7,62,0
301,Middle Aged,58,Master,Together,Upper Middle,58821.0,44,513,14,154,19,0,28,1,9,2,9,6,0,1,10,2013,20,728,0
302,Young Adult,36,PhD,Married,Lower Middle,46377.0,89,37,0,46,4,3,0,1,2,1,3,4,0,1,3,2014,6,90,0
303,Young Adult,26,Graduation,Single,Lower Middle,39747.0,43,80,15,93,20,13,52,3,5,1,4,8,0,1,4,2014,10,273,0
304,Young Adult,30,Graduation,Together,Low Income,23976.0,68,14,1,21,2,3,25,3,3,1,3,7,0,1,12,2013,7,66,0
305,Middle Aged,53,Master,Married,High Income,80950.0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,3,2013,22,1213,1
306,Middle Aged,48,Graduation,Widow,Low Income,27038.0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,9,2012,6,107,0
307,Old Adult,67,Graduation,Single,High Income,77457.0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,3,2014,17,1157,1
308,Middle Aged,50,Master,Married,Upper Middle,64100.0,93,509,0,27,0,0,10,1,8,3,6,7,0,1,9,2013,17,546,1
309,Young Adult,22,Master,Together,Lower Middle,42670.0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,4,2013,10,241,0
310,Young Adult,38,Graduation,Divorced,Low Income,12571.0,86,3,5,14,2,12,17,4,3,1,3,6,0,1,1,2014,7,53,0
311,Middle Aged,47,Graduation,Married,Low Income,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,3,10,2013,5,37,0
312,Young Adult,25,Graduation,Married,Upper Middle,51622.0947845805,69,861,138,461,60,30,61,1,6,5,12,3,0,0,6,2013,23,1611,1
313,Young Adult,38,Master,Single,High Income,70893.0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,2,2013,22,1508,0
314,Middle Aged,48,Graduation,Married,Upper Middle,54198.0,13,185,0,28,3,2,17,6,3,1,6,4,0,2,12,2013,10,235,0
315,Middle Aged,58,Master,Together,Low Income,28839.0,86,24,0,7,0,0,1,2,2,0,3,5,0,2,3,2014,5,32,0
316,Middle Aged,42,Graduation,Married,Lower Middle,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,2,7,2013,6,102,0
317,Young Adult,29,Graduation,Single,Upper Middle,66503.0,30,91,64,128,65,3,50,2,4,3,6,3,0,1,8,2012,13,401,0
318,Old Adult,63,Graduation,Married,Low Income,30833.0,33,11,0,7,3,1,6,2,1,0,3,5,0,2,7,2013,4,28,0
319,Middle Aged,44,Graduation,Single,Upper Middle,51622.0947845805,67,738,20,172,52,50,20,6,2,3,10,7,0,3,8,2013,15,1052,1
320,Middle Aged,43,Graduation,Married,Upper Middle,64795.0,23,412,5,119,38,29,77,3,3,3,12,2,0,1,1,2013,18,680,0
321,Middle Aged,40,Graduation,Married,Low Income,34421.0,81,3,3,7,6,2,9,1,1,0,2,7,0,1,7,2013,3,30,0
322,Middle Aged,49,PhD,Divorced,Lower Middle,47025.0,6,16,0,3,0,0,1,1,1,0,2,7,0,2,2,2014,3,20,0
323,Middle Aged,53,PhD,Divorced,Upper Middle,64325.0,41,731,60,353,78,12,73,5,10,3,5,7,0,1,2,2013,18,1307,0
324,Old Adult,61,Graduation,Single,Lower Middle,40464.0,78,424,17,118,7,23,41,6,8,2,8,8,0,1,1,2013,18,630,0
325,Middle Aged,57,Graduation,Married,Upper Middle,62187.0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,7,2013,17,1283,0
326,Young Adult,38,PhD,Divorced,Low Income,14849.0,39,21,2,28,3,2,9,3,2,0,4,8,0,1,7,2013,6,65,0
327,Young Adult,30,Graduation,Married,Low Income,27255.0,3,22,1,11,0,1,2,1,1,0,3,7,0,1,11,2013,4,37,0
328,Old Adult,64,PhD,Married,Upper Middle,54432.0,37,33,0,5,0,0,0,1,1,0,3,4,0,3,5,2013,4,38,0
329,Young Adult,28,PhD,Single,Low Income,29999.0,22,68,7,59,10,5,11,4,3,1,4,8,0,1,2,2013,8,160,0
330,Young Adult,31,Graduation,Single,Low Income,24072.0,79,9,1,6,3,0,4,1,1,0,2,8,0,1,4,2013,3,23,0
331,Young Adult,25,PhD,Single,Low Income,33996.0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,9,2013,5,71,0
332,Middle Aged,58,PhD,Married,Upper Middle,66334.0,82,909,11,218,0,0,23,2,9,3,5,5,0,1,4,2013,17,1161,0
333,Middle Aged,43,Master,Married,Lower Middle,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,0,1,1,2013,4,59,1
334,Young Adult,31,Graduation,Together,Low Income,22010.0,51,11,2,9,3,0,8,2,2,0,3,8,0,1,6,2013,5,33,0
335,Middle Aged,54,Graduation,Divorced,Upper Middle,62204.0,38,317,46,247,151,46,139,1,4,5,12,3,0,2,9,2012,21,946,0
336,Middle Aged,46,Graduation,Divorced,High Income,75693.0,10,797,153,293,72,97,30,1,11,4,6,4,0,0,12,2012,21,1442,1
337,Middle Aged,42,Graduation,Married,Low Income,30675.0,14,10,2,16,11,2,21,1,1,0,3,8,0,1,11,2012,4,62,0
338,Middle Aged,49,Graduation,Together,High Income,83003.0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,3,2013,21,1674,1
340,Young Adult,26,Graduation,Single,High Income,68655.0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,8,2012,20,1538,0
341,Young Adult,28,Graduation,Divorced,Lower Middle,41411.0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,12,2013,7,139,0
342,Middle Aged,45,PhD,Married,Upper Middle,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,11,2012,17,1182,1
343,Old Adult,64,PhD,Together,Upper Middle,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,1,6,2013,16,507,0
344,Middle Aged,41,Basic,Together,Low Income,27190.0,13,1,6,7,0,1,3,1,1,0,2,8,0,1,8,2013,3,18,1
345,Old Adult,62,Graduation,Divorced,High Income,82623.0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,11,2013,15,940,0
346,Middle Aged,49,Graduation,Married,Lower Middle,44300.0,65,30,0,9,0,0,3,2,1,0,3,6,0,2,6,2013,4,42,0
347,Middle Aged,44,Graduation,Divorced,High Income,84835.0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,6,2014,14,1190,0
348,Middle Aged,43,Graduation,Widow,Low Income,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,2,12,2012,5,44,0
349,Young Adult,38,Master,Married,Low Income,33181.0,90,9,0,3,0,0,4,1,1,0,2,6,0,1,1,2014,3,16,1
350,Middle Aged,57,Graduation,Married,High Income,71113.0,95,495,33,255,11,33,8,4,6,7,9,4,0,1,12,2013,22,835,0
351,Young Adult,28,Graduation,Married,High Income,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,0,1,1,2013,20,1443,1
352,Middle Aged,48,PhD,Single,High Income,69759.0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,10,2013,15,1029,0
353,Middle Aged,40,Graduation,Married,High Income,72099.0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,10,2012,17,1188,0
354,Young Adult,38,PhD,Single,Upper Middle,60000.0,57,1048,0,217,0,0,12,5,11,3,5,6,0,1,12,2012,19,1277,0
355,Young Adult,36,Graduation,Single,Lower Middle,38643.0,45,22,2,14,0,1,10,2,2,0,3,7,1,2,11,2013,5,49,0
356,Middle Aged,59,Graduation,Married,Lower Middle,50737.0,61,78,0,11,0,0,10,1,2,0,4,6,0,1,5,2013,6,99,1
357,Middle Aged,45,PhD,Married,High Income,68462.0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,12,2012,14,1670,0
358,Old Adult,71,Master,Married,Upper Middle,65073.0,65,629,17,177,69,0,8,1,5,3,5,2,1,0,8,2013,13,900,0
359,Old Adult,66,PhD,Together,Lower Middle,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,0,2,10,2013,14,425,0
360,Middle Aged,57,Graduation,Married,High Income,78618.0,87,736,163,818,212,163,61,1,4,7,10,2,0,0,9,2012,21,2153,1
361,Middle Aged,45,PhD,Widow,Upper Middle,62187.0,38,512,0,83,0,0,41,3,6,2,10,4,0,1,3,2014,18,636,0
362,Young Adult,36,Graduation,Married,Low Income,28442.0,53,19,3,10,11,8,6,3,2,1,4,4,0,2,2,2014,7,57,0
363,Young Adult,36,PhD,Married,Lower Middle,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,1,11,2012,3,25,0
364,Middle Aged,47,Graduation,Married,Upper Middle,51479.0,67,247,8,160,6,8,65,7,6,3,6,7,0,2,12,2012,15,494,0
365,Middle Aged,45,Graduation,Single,Upper Middle,54803.0,65,404,0,92,28,27,142,2,6,2,9,4,0,1,8,2012,17,693,0
366,Middle Aged,54,Graduation,Married,High Income,79530.0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,5,2013,25,1348,0
367,Young Adult,38,Graduation,Divorced,Low Income,31615.0,82,2,3,20,6,11,9,2,2,0,3,7,0,1,3,2013,5,51,0
368,Middle Aged,52,Graduation,Together,High Income,72025.0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,11,2012,15,1932,0
369,Young Adult,39,PhD,Single,Upper Middle,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,1,12,2012,14,990,0
370,Young Adult,30,Master,Married,Lower Middle,35684.0,66,10,4,7,0,6,3,1,1,0,3,6,0,1,4,2014,4,30,0
371,Young Adult,39,Graduation,Married,Lower Middle,48178.0,69,159,4,45,6,2,38,6,5,1,4,8,0,2,10,2012,10,254,0
372,Middle Aged,44,Master,Single,Low Income,29548.0,52,7,1,6,3,1,11,1,1,1,2,4,0,1,8,2013,4,29,1
373,Middle Aged,48,Graduation,Single,Upper Middle,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,1,11,2012,19,1371,1
374,Middle Aged,42,PhD,Single,Lower Middle,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,2,6,2013,6,73,0
375,Young Adult,39,Master,Single,Lower Middle,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,2,8,2012,7,120,0
376,Middle Aged,44,Graduation,Single,Low Income,22585.0,23,3,9,15,13,2,39,1,1,1,2,9,0,0,3,2013,4,81,1
377,Young Adult,25,Graduation,Single,Low Income,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,0,1,12,2012,4,37,0
378,Middle Aged,53,PhD,Together,Upper Middle,66426.0,14,1043,24,97,32,24,157,2,3,5,10,6,0,1,10,2013,18,1377,0
379,Middle Aged,45,Graduation,Single,Low Income,30822.0,92,3,9,13,2,12,12,1,1,0,3,7,0,1,6,2013,4,51,0
380,Middle Aged,45,PhD,Married,Low Income,33581.0,38,11,0,5,0,0,1,1,1,0,2,8,0,2,1,2013,3,17,0
381,Young Adult,29,Graduation,Married,Low Income,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,1,11,2013,3,22,0
382,Old Adult,60,Graduation,Widow,Low Income,27421.0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,12,2012,11,324,0
383,Middle Aged,41,Master,Married,Lower Middle,35688.0,94,73,3,90,12,1,32,7,4,1,4,8,0,3,8,2012,9,211,0
384,Young Adult,33,Master,Single,Lower Middle,36143.0,33,12,0,1,0,0,6,1,0,1,2,3,0,1,3,2014,3,19,0
385,Middle Aged,43,Graduation,Single,Low Income,10245.0,32,4,7,7,6,4,13,3,1,2,2,5,0,1,5,2013,5,41,0
386,Middle Aged,46,Master,Together,Lower Middle,43795.0,11,314,11,53,4,3,107,3,7,3,4,7,0,1,10,2013,14,492,1
387,Middle Aged,54,Graduation,Together,Upper Middle,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,1,10,2012,22,1005,0
388,Old Adult,65,Graduation,Together,Lower Middle,38823.0,56,70,0,11,2,8,23,1,2,1,3,6,0,1,8,2012,6,114,0
389,Middle Aged,46,PhD,Divorced,High Income,83664.0,57,866,21,151,28,21,86,3,2,2,12,5,0,2,5,2013,16,1173,0
390,Young Adult,35,Graduation,Together,High Income,90300.0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,2014,19,1738,1
391,Young Adult,35,Master,Together,Upper Middle,62499.0,0,140,4,61,0,13,4,2,3,1,6,4,0,1,12,2013,10,222,0
392,Young Adult,21,Graduation,Single,High Income,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,5,2014,15,1127,0
393,Old Adult,68,PhD,Married,Upper Middle,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,4,2013,9,209,0
394,Middle Aged,46,Master,Married,High Income,70777.0,80,554,35,113,0,7,78,3,5,3,12,3,0,1,2,2014,20,787,0
395,Young Adult,23,PhD,Together,High Income,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,10,2013,23,1598,0
396,Middle Aged,43,Graduation,Married,Lower Middle,43824.0,18,96,1,42,12,3,32,4,3,1,4,8,0,2,9,2012,8,186,0
397,Young Adult,30,Graduation,Together,Low Income,15345.0,51,5,2,16,3,2,19,2,1,1,2,8,0,1,8,2012,4,47,0
398,Young Adult,27,Graduation,Single,Low Income,23442.0,71,2,0,6,8,6,5,1,1,0,3,7,0,1,12,2012,4,27,0
399,Young Adult,34,Master,Together,Low Income,14515.0,71,6,4,9,6,36,35,4,2,2,3,7,0,1,11,2012,7,96,0
400,Middle Aged,58,Master,Divorced,Low Income,31395.0,80,23,1,25,0,8,7,4,2,1,3,6,0,2,3,2013,6,64,0
401,Middle Aged,49,Graduation,Together,High Income,75276.0,2,610,105,125,137,42,21,1,9,4,9,5,0,0,9,2012,22,1040,0
402,Middle Aged,40,Graduation,Single,Lower Middle,42373.0,83,67,5,61,3,8,19,5,2,1,5,5,0,2,8,2013,8,163,0
403,Middle Aged,54,Graduation,Together,Low Income,30507.0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,3,2013,10,343,0
404,Middle Aged,59,PhD,Single,Upper Middle,55521.0,11,416,0,26,0,0,4,9,6,3,6,7,0,3,10,2013,15,446,1
405,Middle Aged,49,Graduation,Married,Lower Middle,48006.0,55,23,0,11,3,2,2,1,1,0,3,6,0,2,6,2014,4,41,0
406,Middle Aged,42,PhD,Single,Low Income,27213.0,19,19,3,26,10,9,3,3,2,0,4,8,0,1,8,2012,6,70,0
407,Middle Aged,43,PhD,Divorced,Upper Middle,65808.0,1,155,7,80,13,7,10,3,5,1,5,6,0,2,5,2014,11,272,0
